age3_SRR9126950,age3_SRR9127139,age3_SRR9127244,age18_SRR9126754,age18_SRR9126924,age18_SRR9127382,age18_SRR9127568
ENSMUSG00000102693,-1.80672043467527,-0.430875889883862,-0.513794527448771,-2.82208316178367,-1.13721070274979,-2.81002286225943,-1.7955677356083
ENSMUSG00000051951,-0.265834729340677,-0.559813337542599,-0.22347384036015,0.933889930076207,0.64508914239566,-0.714217159253586,0.431797980122291
ENSMUSG00000103377,-1.01219072793465,-1.34742131039721,-0.513794527448771,-0.00991121001730936,-0.696752521915824,-3.72000112510409,-0.721860973954978
ENSMUSG00000104017,-1.01219072793465,-3.72000112510409,-0.513794527448771,0.0369085810052665,-0.0868095142023051,-2.25636068753735,-2.4582063520636
ENSMUSG00000103025,-0.419398651778179,-1.13158121937992,-2.69948057637274,0.721017330573855,-0.575472061590217,-1.85723174669753,0.642548833315271
ENSMUSG00000103201,-0.265834729340677,0.357149673190474,-0.684279468524078,0.250610826200901,-0.310549270458253,-3.72000112510409,-0.721860973954978
ENSMUSG00000103161,-1.60897784448205,-2.54777026661191,-1.10099809182854,-1.56506166375822,-0.974985523832581,-1.69264882128025,-0.721860973954978
ENSMUSG00000102331,-1.60897784448205,0.166508980560363,-0.684279468524078,-1.30942271505738,-0.829172014205986,-0.881428418590107,-0.489239814477838
ENSMUSG00000142494,-3.08463739381912,-0.62887775988591,-0.361343638718057,-1.09233607014063,-0.463601161676135,-3.72000112510409,-0.288970496035778
ENSMUSG00000025900,0.547524764610489,0.91333602716716,2.12738937007883,2.17988728933841,0.400924106580225,-0.714217159253586,1.10067845326658
ENSMUSG00000025902,3.1322371039327,3.56566385701729,3.11480599279136,3.35953482229301,3.77440283189754,4.13910821424471,3.64857339807152
ENSMUSG00000104238,-2.64504455748641,-0.62887775988591,-2.10774224625462,-0.108371491621042,-0.12886736346918,-2.81002286225943,0.3136267550918
ENSMUSG00000104328,-1.60897784448205,-0.777794130599469,0.318238550166422,0.210328019625788,-0.634838233434089,-3.72000112510409,-3.72000112510409
ENSMUSG00000098104,-1.80672043467527,-0.559813337542599,-2.69948057637274,-0.817867381948841,-0.829172014205986,-2.25636068753735,-0.489239814477838
ENSMUSG00000135930,0.879306648759462,0.676266941993521,0.488443060369416,0.168888052524712,1.31246699208186,0.495704161849298,-0.198379935305302
ENSMUSG00000103922,-0.419398651778179,-1.0346748332206,0.224961414521767,-0.16024181773435,-0.829172014205986,-2.04303737945011,-0.288970496035778
ENSMUSG00000033845,4.8687530492399,4.89516097181614,4.60139373994361,4.69068907178361,4.86584571598334,4.55804892225633,4.57846124422089
ENSMUSG00000120403,-0.19477699132172,-1.0346748332206,-3.72000112510409,-2.52146777948188,-0.696752521915824,-1.54493367675087,-0.853939016376922
ENSMUSG00000136002,-2.30858140141033,-0.0532152515342536,-1.68932872891105,-0.451903792618404,-1.9145077842147,-1.07059188343626,0.115965134274822
ENSMUSG00000025903,9.36861436806964,9.0500020258514,9.0876893572654,8.64964885183634,8.6675038382138,8.87903400163949,8.62058717189197
ENSMUSG00000033813,5.25086126741609,5.17008853806819,5.39481909131251,5.01250132029878,5.18084894868269,5.25921496972104,4.78963161950595
ENSMUSG00000091665,-1.01219072793465,-3.72000112510409,-3.72000112510409,-0.388663303152603,-1.77439911976912,-3.72000112510409,-0.853939016376922
ENSMUSG00000033793,7.05411108194966,6.97436054130793,7.28723755193277,6.99558276274369,6.84344774746075,6.76695105718429,6.81819637197096
ENSMUSG00000143188,-0.786437569891446,-0.430875889883862,0.12523402422846,-2.27281879955214,-2.4414260981608,-1.54493367675087,-1.16105139301551
ENSMUSG00000025905,-1.13986434400184,-1.13158121937992,1.40703268303669,-1.87596717227527,-0.575472061590217,-1.28835518544379,-0.385632865808339
ENSMUSG00000090031,4.06936995947218,3.89883547936894,3.84409573484826,3.2495406406159,3.78576705492526,3.6986090332731,3.85833127151759
ENSMUSG00000025907,6.61034514898884,6.35392830885216,6.55912365646591,6.52765168172536,6.26303323067763,6.48803639850334,6.44403807160422
ENSMUSG00000103845,-3.72000112510409,-1.0346748332206,-0.877644788332739,-0.0583015556831177,-0.359784278317197,-3.72000112510409,-0.9993385551868
ENSMUSG00000033740,-0.894902910307785,-0.151418678689364,0.778356139117719,0.327951460487475,0.27755505665181,-0.795401628445158,0.54101833619429
ENSMUSG00000120372,-1.43510052609925,-1.34742131039721,0.224961414521767,0.168888052524712,-0.761443515862504,-0.564388740814757,-0.9993385551868
ENSMUSG00000051285,6.68877811953663,6.45750801171037,6.6561114345674,6.4717711449457,6.55052363176353,6.84771177784573,6.65160994275386
ENSMUSG00000103509,-0.19477699132172,-1.7472847845953,-0.513794527448771,-0.451903792618404,0.211674740567868,-1.41094797909082,0.250701282245957
ENSMUSG00000097797,0.879306648759462,0.357149673190474,-0.684279468524078,-0.328078934880519,-0.41075908361712,-3.72000112510409,-0.385632865808339
ENSMUSG00000104226,-0.894902910307785,-1.60133216294622,-3.72000112510409,-0.214046853931539,-0.359784278317197,-2.25636068753735,-1.16105139301551
ENSMUSG00000025909,1.4218574362319,0.83855935605932,0.0180975770238569,2.23111874085349,1.05509469234784,0.594613441540037,0.737401448563292
ENSMUSG00000102253,-2.30858140141033,-0.943869992675058,-0.513794527448771,-0.451903792618404,-0.463601161676135,-3.72000112510409,-0.9993385551868
ENSMUSG00000102871,-1.60897784448205,-1.90968220604931,0.0180975770238569,-0.994928182871901,-1.64670087485058,-2.25636068753735,0.0435642948321064
