Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KEGG_2019_Mouse__Protein digestion and absorption,-0.3765948906025847,-1.5250335158317847,0.013089005235602094,0.058273561874634665,0.85,19/67,12.18%,COL4A3;MEP1B;DPP4;PRCP;ACE2;SLC7A8;ELN;COL6A6;COL4A4;SLC1A5;ATP1B1;SLC36A1;ATP1B3;SLC1A1;COL6A5;ATP1B2;COL1A1;ATP1A2;KCNQ1
prerank,KEGG_2019_Mouse__Phosphonate and phosphinate metabolism,-0.7458896900987089,-1.5155418933775076,0.0651685393258427,0.059825459758410277,0.867,4/5,16.72%,CHPT1;PCYT1A;CEPT1;SELENOI
prerank,KEGG_2019_Mouse__Alzheimer disease,-0.3266038821969524,-1.5174014830404574,0.0032258064516129032,0.06014193319593078,0.862,40/143,15.67%,LPL;CALML4;PSEN1;PLCB1;NDUFA10;NDUFS1;APH1C;SDHC;CASP8;NDUFS2;ADAM17;PLCB4;RTN3;NDUFA9;NDUFB5;CALM3;ITPR1;UQCRFS1;BID;BAD;NDUFS4;FADD;IDE;CYCS;SDHD;NDUFC2;SDHA;GSK3B;UQCRC2;NDUFS3;PPP3R1;MAPK1;PPP3CC;GAPDH;ADAM10;NCSTN;CALM2;CAPN2;MAPT;NDUFV2
prerank,GO_Cellular_Component_2026__Mitochondrial Ribosome (GO:0005761),-0.5319724672933648,-1.6951360431888134,0.014150943396226415,0.06280091405635997,0.819,14/22,30.68%,MRPL39;MRPL35;MRPL32;MRPL18;MRPS14;MRPL34;MTG1;MRPL37;MRPL13;MRPL49;MRPS22;MRPL57;MRPL51;MRPL20
prerank,KEGG_2019_Mouse__Gastric acid secretion,-0.3781307087875995,-1.5062685965999487,0.012953367875647668,0.0629927747455396,0.885,25/61,21.28%,CALML4;PLCB1;CAR2;PLCB4;KCNJ15;GNAI3;PRKCA;CALM3;ITPR1;PRKACA;ATP1B1;ATP1B3;GNAI1;ATP1B2;ATP1A2;KCNQ1;KCNJ16;CALM2;MYLK;CAMK2B;GNAQ;SLC9A1;PRKACB;CAMK2G;MYLK3
prerank,GO_Cellular_Component_2026__Tertiary Granule Membrane (GO:0070821),0.4662685713234298,1.762988537532983,0.0016207455429497568,0.06339774017603282,0.494,13/60,4.43%,PTAFR;CD53;ITGB2;ITGAX;SIRPA;SLC2A3;CYBB;FCER1G;ATP8B4;PLAU;CLEC12A;CD300A;MCEMP1
prerank,GO_Cellular_Component_2026__Chromaffin Granule (GO:0042583),-0.8116981290764685,-1.6909032228048109,0.008849557522123894,0.06367289129731978,0.83,3/5,8.64%,CYB561;CTSL;SRI
prerank,GO_Cellular_Component_2026__Voltage-gated Sodium Channel Complex (GO:0001518),0.7078463147014321,1.7681461509736593,0.005376344086021506,0.06573059100647119,0.472,3/11,4.86%,SCN1B;SCN2B;SCN5A
prerank,KEGG_2019_Mouse__Neuroactive ligand-receptor interaction,0.3270255509013113,1.4838746274729897,0.0015290519877675841,0.06817111228875936,0.977,51/190,16.90%,F2;C3;PTAFR;EDNRB;PTGER3;C3AR1;CHRNA7;TACR3;CALCR;EDN1;C5AR1;GPR35;ADCYAP1R1;CHRNA2;BDKRB2;GHRHR;GRM7;RLN1;ADRA1B;CHRM1;NPY1R;GABRR3;S1PR2;ADCYAP1;P2RY13;GABRD;GRIN2C;ADORA2A;P2RY14;PRLR;GRM1;GRIA1;GRIN2A;P2RY6;NR3C1;HRH2;LEPR;GRIN2D;RXFP1;PTGIR;POMC;PLG;CHRM3;CHRNB1;NPY5R;GABRA3;GRIA2;GABRB3;HTR1B;GPR83;NPY
prerank,KEGG_2019_Mouse__Parkinson disease,-0.33556864611465204,-1.4925241850136537,0.005714285714285714,0.06817556648213732,0.904,33/107,20.53%,SLC18A1;NDUFA10;SLC25A4;NDUFS1;SDHC;NDUFS2;GNAI3;NDUFA9;VDAC1;NDUFB5;PRKACA;UQCRFS1;UBE2G1;NDUFS4;CYCS;GNAI1;SDHD;NDUFC2;SLC25A5;SDHA;UBE2L3;UQCRC2;NDUFS3;VDAC3;UBE2J1;NDUFV2;UBA1;SNCAIP;NDUFV1;UQCRC1;CASP3;CYC1;PRKACB
prerank,KEGG_2019_Mouse__ECM-receptor interaction,0.37810094756460805,1.486113408516674,0.014446227929373997,0.06824249332573418,0.975,20/73,10.72%,ITGB7;VWF;CD44;ITGA11;LAMA2;THBS2;TNXB;SPP1;THBS4;GP6;COL9A1;ITGB3;ITGA2;TNN;TNC;ITGA1;COL4A6;AGRN;SDC1;THBS1
prerank,KEGG_2019_Mouse__AGE-RAGE signaling pathway in diabetic complications,0.3656167636659953,1.4883362421513568,0.015873015873015872,0.06825547266723737,0.974,34/97,22.25%,VCAM1;CCL2;PRKCB;BAX;ICAM1;CYBB;EDN1;PIK3CD;TGFB3;TGFB2;NFKB1;TGFBR1;PIK3R3;MAPK11;COL4A6;CCND1;STAT3;VEGFB;TGFB1;AGER;AKT1;MAPK12;THBD;MAPK8;MAPK10;DIAPH1;TNF;CDK4;SERPINE1;STAT1;JAK2;PIK3CB;PIM1;AKT3
prerank,GO_Cellular_Component_2026__ER to Golgi Transport Vesicle Membrane (GO:0012507),-0.4709056611495772,-1.6761514849079304,0.009237875288683603,0.07091432969227547,0.87,22/35,17.55%,SEC23B;MCFD2;CNIH1;SAR1B;SEC23A;TGFA;VTI1B;TMED7;SEC24C;SEC24D;TMED2;SLC30A5;KLHL12;USO1;LMAN1;SEC13;SEC22B;VTI1A;GOSR2;SEC31A;PDCD6;SAR1A
prerank,KEGG_2019_Mouse__Arachidonic acid metabolism,0.39027417971728723,1.4735686577619898,0.01697792869269949,0.07285734932793755,0.982,23/62,22.86%,CYP4A12B;CBR1;PLA2G12B;CYP4A14;CBR3;CYP4A12A;PLA2G2D;PLA2G5;CYP2C23;CYP2C68;GPX1;PTGDS;CYP4F18;LTC4S;PTGS2;CYP2C38;ALOX5;HPGDS;PLA2G4E;TBXAS1;ALOX12;CYP4F14;PLA2G3
prerank,GO_Cellular_Component_2026__Postsynaptic Density Membrane (GO:0098839),0.49319402669796986,1.7357076061274113,0.001,0.08148831375315874,0.627,25/45,29.46%,ADAM22;DLG3;GRIN2C;IQSEC1;GRM1;GRIA1;GRIN2A;SYNDIG1;GRIN2D;NTM;LRFN1;GRIA2;DLG1;LRFN4;GRIN2B;NETO2;GRIA4;IQSEC3;PTPRS;DAGLA;DLG2;GRM5;PLPPR4;GRIK3;GRIK2
prerank,KEGG_2019_Mouse__Ferroptosis,-0.4072748886518418,-1.4551899893714584,0.057971014492753624,0.08703366227693154,0.944,13/37,12.59%,SAT1;SLC39A14;ACSL1;GSS;LPCAT3;FTH1;SLC11A2;ACSL5;STEAP3;ATG5;SLC39A8;HMOX1;VDAC3
prerank,KEGG_2019_Mouse__Oocyte meiosis,-0.3265765689005753,-1.450335916635122,0.01358695652173913,0.08711515921461321,0.95,37/105,21.29%,CALML4;CDC16;IGF1;CDK1;CUL1;PPP2R1B;CCNB2;YWHAZ;CDC23;CALM3;ITPR1;PRKACA;FBXW11;PPP2CA;YWHAB;YWHAE;ANAPC5;PPP3R1;MAPK1;ANAPC7;YWHAQ;PPP3CC;PPP2R5E;PPP1CB;CALM2;SMC1A;ANAPC4;YWHAG;PPP2R5D;CAMK2B;PTTG1;RPS6KA3;PPP2R1A;PPP2R5C;PRKACB;CAMK2G;MAD2L2
prerank,KEGG_2019_Mouse__RNA transport,-0.30888068899068577,-1.4517316614380456,0.00554016620498615,0.08772521748100265,0.948,42/148,17.09%,RPP40;EIF4E;THOC7;EIF4A2;POP1;NUP54;EIF2S3X;NXT2;ELAC2;EIF2S3Y;EIF1AX;EIF2B5;PYM1;EIF5;UPF3A;NMD3;RAN;CLNS1A;RANGAP1;EIF2S2;EIF2B1;PNN;CYFIP1;STRAP;EIF2B4;UPF3B;EIF4G2;NCBP1;PHAX;PABPC1;EIF2S1;EIF4E2;SEH1L;SUMO1;SEC13;EIF4G1;SMN1;NUP62;EIF4G3;RAE1;EIF4EBP3;NUP85
prerank,KEGG_2019_Mouse__Vitamin digestion and absorption,-0.451610943702094,-1.4459369477092592,0.07971014492753623,0.08851183355129848,0.952,7/22,9.51%,SLC52A3;APOA4;SLC23A1;TCN2;SLC19A1;APOA1;SLC19A3
prerank,KEGG_2019_Mouse__Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,-0.4337607584320238,-1.4401940593815654,0.058823529411764705,0.09055671756521516,0.957,8/25,11.65%,PIGQ;PIGA;PIGX;PIGL;PIGU;PIGF;PIGK;PIGO
prerank,GO_Cellular_Component_2026__Azurophil Granule Lumen (GO:0035578),-0.4033470836911724,-1.640060701814639,0.002680965147453083,0.09432063848831863,0.937,21/66,12.98%,TTR;FUCA2;GUSB;GDI2;ARSB;GCA;HEXB;CAP1;PRDX6;GALNS;VCP;GLB1;FRK;PSMD1;CCT8;CCT2;HEBP2;TUBB4B;GM2A;CPPED1;MAPK1
prerank,KEGG_2019_Mouse__Thyroid hormone synthesis,-0.35727513605984473,-1.4292561876122127,0.04239401496259352,0.0958429322972183,0.964,18/62,11.82%,TTR;SLC26A4;PLCB1;PLCB4;PRKCA;ITPR1;PRKACA;ATP1B1;PDIA4;TTF2;HSPA5;CANX;ATP1B3;ATP1B2;GPX7;HSP90B1;GPX8;ATP1A2
prerank,GO_Cellular_Component_2026__Vesicle Coat (GO:0030120),-0.4509924758180893,-1.632392554491056,0.0024875621890547263,0.09787631722500265,0.947,20/37,24.58%,SEC23B;MYCBPAP;SAR1B;SEC23A;ARCN1;TMED7;SEC24C;SEC24D;SCYL1;KLHL12;COPZ1;SEC13;SEC31A;PDCD6;SAR1A;CLTA;COPB1;COPG2;COPB2;CLTB
prerank,KEGG_2019_Mouse__IL-17 signaling pathway,0.3639617873036152,1.4214201025666,0.034653465346534656,0.10789518510106745,0.995,16/71,8.63%,CCL2;LCN2;MMP3;FOS;CXCL10;JUND;IL17F;TAB3;TRAF3;CCL20;NFKB1;MUC5AC;MUC5B;CCL7;MAPK11;TRAF6
prerank,GO_Cellular_Component_2026__Mitochondrial Complex I Intermediate Assembly Complex (GO:0160295),-0.7881804147574644,-1.6104068436323626,0.027139874739039668,0.1098965581020934,0.97,3/5,12.34%,ACAD9;NDUFAF1;ECSIT
prerank,GO_Cellular_Component_2026__Death-inducing Signaling Complex (GO:0031264),-0.6884524068608641,-1.6069509037130165,0.03117505995203837,0.11040637139440962,0.975,5/8,23.52%,CASP8;FAF1;FADD;CASP3;RIPK1
prerank,KEGG_2019_Mouse__mRNA surveillance pathway,-0.32584990000487274,-1.4063702259853623,0.03225806451612903,0.11065644230221813,0.974,34/82,27.51%,GSPT1;NXT2;PPP2R1B;PYM1;UPF3A;PPP2R2B;CPSF7;PAPOLA;HBS1L;PPP2R2D;PPP2CA;PNN;UPF3B;NCBP1;PABPC1;PPP2R5E;PPP1CB;CSTF1;PPP2R5D;WDR33;PPP2R2A;PPP2R1A;CSTF2;PPP2R5C;NXF1;SAP18;PPP1CCB;ETF1;RNMT;NCBP2;PAPOLG;RBM8A;ALYREF2;UPF1
prerank,GO_Cellular_Component_2026__Cul4-RING E3 Ubiquitin Ligase Complex (GO:0080008),-0.4683730805110847,-1.6117935672212698,0.018823529411764704,0.11086479431692418,0.968,9/31,7.79%,DCAF8;GLMN;FBXW5;WDTC1;DCAF12;CUL4A;CRBN;DDB2;DCAF15
prerank,GO_Cellular_Component_2026__COPII-coated ER to Golgi Transport Vesicle (GO:0030134),-0.40776649949689275,-1.6120194099950949,0.00954653937947494,0.11319259687410926,0.968,27/56,16.22%,ERGIC2;MCFD2;CNIH1;SURF4;SAR1B;SEC23A;TGFA;TMED4;TMED5;VTI1B;TMED7;YIF1A;SEC24C;SEC24D;LMAN2;TMED2;SLC30A5;KLHL12;USO1;DDHD2;LMAN1;LMAN2L;SEC13;SEC22B;VTI1A;GOSR2;SEC31A
prerank,KEGG_2019_Mouse__Amino sugar and nucleotide sugar metabolism,-0.36833041189494153,-1.4002865315422355,0.06136363636363636,0.11350495190073348,0.978,18/44,20.31%,PGM1;HEXB;CYB5R4;UAP1;PGM3;CYB5R1;PMM2;CMAS;GMDS;UGDH;CMAH;GALE;UGP2;GNPDA1;CYB5RL;PGM2;CYB5R3;PMM1
prerank,KEGG_2019_Mouse__Mannose type O-glycan biosynthesis,-0.4465678602724258,-1.396599571869119,0.07971014492753623,0.11449796941321198,0.98,6/21,8.85%,POMT1;B4GALT1;B3GALNT2;POMK;POMGNT1;FKTN
prerank,KEGG_2019_Mouse__Mineral absorption,-0.3798396963311026,-1.3930005166131774,0.08020050125313283,0.11543927079393458,0.982,13/41,11.82%,HEPH;SLC26A6;SLC31A1;FTH1;SLC11A2;CLCN2;VDR;ATP1B1;HMOX2;ATP1B3;ATP1B2;HMOX1;ATP1A2
prerank,KEGG_2019_Mouse__Nicotine addiction,0.4239787727378802,1.4065826093572928,0.05733558178752108,0.1172705212952891,0.997,14/34,21.96%,CHRNA7;GABRR3;GABRD;GRIN2C;GRIA1;GRIN2A;GRIN2D;GABRA3;GRIA2;GABRB3;GRIN2B;GABRE;GRIA4;GABRP
prerank,KEGG_2019_Mouse__Sphingolipid signaling pathway,-0.30915530232210525,-1.3867677622517376,0.0221606648199446,0.1184900510210829,0.983,39/114,17.13%,SMPD2;GNA12;PLCB1;MAP3K5;CERS5;PLCB4;PPP2R1B;PLD1;SMPD1;GNAI3;CERS2;S1PR1;PRKCA;GAB2;MAPK9;AKT2;PPP2R2B;BID;RAF1;RAC1;PPP2R2D;PPP2CA;SGPP1;GNAI1;ACER2;SPTLC3;SPTLC1;DEGS2;MAPK1;PPP2R5E;S1PR3;SPHK2;SGPP2;RHOA;PPP2R5D;NRAS;PPP2R2A;TRAF2;PRKCZ
prerank,KEGG_2019_Mouse__Human cytomegalovirus infection,0.3080217354057766,1.4025418694763905,0.007385524372230428,0.11897648155254646,0.997,45/199,12.92%,RAC2;CDKN1A;CCL2;H2-D1;H2-K1;CREB3L3;PRKCB;H2-Q2;BAX;CCL5;PTGER3;ADCY7;SOS1;B2M;PIK3CD;CCL4;TAP2;H2-M3;CREB1;IL10RA;H2-Q7;H2-Q6;NFKB1;CX3CL1;ITGB3;MDM2;H2-Q10;TAP1;GNGT1;H2-Q4;PIK3R3;RB1;CCR5;MAPK11;CCND1;STAT3;TNFRSF1A;CREB3L4;H2-T23;MYC;H2-M2;H2-T24;AKT1;MAPK12;IL6RA
prerank,KEGG_2019_Mouse__Leukocyte transendothelial migration,0.3440445075177357,1.4003956936833195,0.03322784810126582,0.11899436824661151,0.997,20/101,9.96%,ITGAL;RAC2;VCAM1;RHOH;ITGB2;PRKCB;ICAM1;CYBB;ITK;THY1;PIK3CD;ARHGAP35;NCF4;MSN;RASSF5;PIK3R3;CLDN23;MAPK11;CLDN1;VAV2
prerank,GO_Cellular_Component_2026__9+0 Non-Motile Cilium (GO:0097731),-0.6760636356087,-1.5929584768028635,0.034858387799564274,0.1203162391188701,0.984,4/8,12.69%,PHYH;IFTAP;TULP3;CFAP96
prerank,KEGG_2019_Mouse__Arginine biosynthesis,-0.47199158661738616,-1.3788124641536015,0.09216589861751152,0.12305298628064505,0.986,5/17,7.26%,GLS;ACY1;GLUD1;NOS2;ARG2
prerank,KEGG_2019_Mouse__Sulfur relay system,-0.5923605281859968,-1.3748792890491564,0.12200435729847495,0.12437768178671339,0.988,4/8,8.55%,NFS1;TST;MOCS2;URM1
prerank,KEGG_2019_Mouse__Synthesis and degradation of ketone bodies,-0.5316686587616054,-1.3695594538946168,0.11836734693877551,0.1269482778498051,0.989,6/10,13.15%,HMGCS1;ACAT1;ACAT2;OXCT1;BDH1;HMGCL
prerank,GO_Cellular_Component_2026__Oxoglutarate Dehydrogenase Complex (GO:0045252),-0.7002898152482309,-1.5774000628634173,0.021321961620469083,0.1331932930199036,0.99,4/7,6.95%,DLD;OGDH;ABHD11;DLST
prerank,KEGG_2019_Mouse__Platelet activation,0.3262145377650503,1.3753769095269108,0.04636785162287481,0.13936142024377318,0.998,28/115,14.30%,F2;PIK3CG;FGG;VWF;FCER1G;LCP2;ADCY7;FGB;PIK3R5;PIK3CD;ARHGAP35;P2RY12;GP6;RASGRP1;ITGB3;TLN2;ITGA2;TLN1;SYK;PIK3R3;MAPK11;GUCY1A1;PTGIR;FYN;AKT1;MAPK12;FGA;BTK
prerank,KEGG_2019_Mouse__Pantothenate and CoA biosynthesis,-0.45392463530306815,-1.3505131579653091,0.1336405529953917,0.14264396701693854,0.994,3/17,0.91%,BCAT1;COASY;PANK1
prerank,KEGG_2019_Mouse__Legionellosis,0.3736717240843047,1.3698368238424985,0.060556464811783964,0.14268028877479214,0.999,12/50,10.22%,C3;ITGB2;NFKB2;NAIP1;HSPA1A;CD14;NFKB1;CASP1;NAIP5;IL12B;APAF1;TLR4
prerank,"GO_Cellular_Component_2026__Proton-transporting V-type ATPase, V0 Domain (GO:0033179)",-0.6991182929275679,-1.5613215114009342,0.05066079295154185,0.14274853118015426,0.996,5/7,21.57%,ATP6AP2;ATP6V0D1;ATP6V0A1;ATP6V0E2;ATP6V0C
prerank,"GO_Cellular_Component_2026__Vacuolar Proton-Transporting V-type ATPase, V0 Domain (GO:0000220)",-0.6991182929275679,-1.5613215114009342,0.05066079295154185,0.14274853118015426,0.996,5/7,21.57%,ATP6AP2;ATP6V0D1;ATP6V0A1;ATP6V0E2;ATP6V0C
prerank,KEGG_2019_Mouse__Drug metabolism,-0.3057680654056879,-1.3480144166599943,0.030555555555555555,0.1428188288690988,0.995,24/100,11.63%,UGT2B38;UGT2B37;UPP2;CES2C;GUSB;ALDH3B3;CES2B;GSTM1;ADH1;UGT2B34;CMPK1;CES1F;FMO1;UCK1;UMPS;CES1E;ALDH1A3;GSTM2;DUT;UPB1;ADH5;GMPS;TPMT;CES2G
prerank,GO_Cellular_Component_2026__Basolateral Plasma Membrane (GO:0016323),-0.3136053498821823,-1.5089720834066271,0.001,0.1526737748380754,0.999,44/183,12.46%,SLC22A7;HEPH;SLC4A9;SLCO3A1;SLC22A2;SLC22A6;SLC26A6;SLC31A1;SLC39A14;CAV1;SLC26A1;SLC39A5;PTH1R;SLC16A6;SLC7A8;SLC16A5;B4GALT1;DISP1;SLC19A1;SLC13A3;SLC6A13;RHCG;CLCN2;SLC10A1;SLC6A9;TGFA;NDRG4;SLC47A1;SLC16A1;SLC29A2;SLC16A12;SLC9A2;BSND;SLC26A11;ATP1B3;IDE;ATP6V1B1;CTNNB1;RHBG;TEK;SLC39A8;BEST1;KCNQ1;ADRA2A
prerank,GO_Cellular_Component_2026__Autophagosome (GO:0005776),-0.35877366253696574,-1.5162700165178966,0.009925558312655087,0.15456579288349728,0.999,40/83,26.61%,PEG3;VMP1;RAB23;C9ORF72;WIPI2;TBC1D25;ATG12;WIPI1;LAMP2;CHMP1A;TBC1D14;RAB2A;CHMP3;AUP1;BECN1;CHMP1B;ATG5;GABARAPL2;UBQLN1;PRKD1;ATG13;CHMP2B;SEC22B;VTI1A;ULK1;ATG14;UBQLN4;NBR1;CHMP5;ATG4B;PIP4K2C;OSBPL7;SH3GLB1;SNAP29;SQSTM1;VPS33A;CHMP6;UVRAG;JMY;ATG16L1
prerank,GO_Cellular_Component_2026__Ficolin-1-rich Granule Lumen (GO:1904813),-0.3440562973863085,-1.5141121026801492,0.0078125,0.15459970955144683,0.999,35/112,13.94%,GUSB;DERA;ARPC5;CTSH;PSMD12;PGM1;ARSB;PNP;PSMD14;APEH;VCP;CAT;GLB1;FTH1;PSMD2;HSP90AB1;PSMC2;HMGB1;CCT8;PSMD11;OSTF1;PSMA5;PSMD3;GYG1;PSMB1;AMPD3;JUP;KCMF1;PSMD13;PSMD6;YPEL5;MAPK1;PSMC3;PSMD7;ACTR1B
prerank,GO_Cellular_Component_2026__MICOS Complex (GO:0061617),-0.6477639367599968,-1.509344328810865,0.05393258426966292,0.15466450557379827,0.999,4/8,13.99%,APOOL;CHCHD3;IMMT;APOO
prerank,GO_Cellular_Component_2026__TIM22 Mitochondrial Import Inner Membrane Insertion Complex (GO:0042721),-0.7466962816499509,-1.5109914412270344,0.05186721991701245,0.1554548206949026,0.999,3/5,11.32%,AGK;TIMM29;TIMM22
prerank,GO_Cellular_Component_2026__Serine Palmitoyltransferase Complex (GO:0017059),-0.6397219825103314,-1.5163414598788,0.05982905982905983,0.156808659664395,0.999,5/8,17.88%,SPTSSA;SPTLC3;SPTLC1;SPTSSB;ORMDL1
prerank,GO_Cellular_Component_2026__Mitochondrial Outer Membrane Translocase Complex (GO:0005742),-0.49067303223997893,-1.5262631861107505,0.04460093896713615,0.15681125514671204,0.998,10/20,25.06%,APOOL;CHCHD3;IMMT;HSPA9;SAMM50;APOO;MTX2;TOMM40L;TOMM5;TOMM40
prerank,"GO_Cellular_Component_2026__Phosphatidylinositol 3-Kinase Complex, Class III (GO:0035032)",-0.7456578329705971,-1.5224925823680802,0.03512396694214876,0.1578758084407976,0.998,5/5,25.45%,BECN1;NRBF2;PIK3R4;ATG14;PIK3C3
prerank,"GO_Cellular_Component_2026__Preribosome, Small Subunit Precursor (GO:0030688)",-0.6053950754498953,-1.5195384678727286,0.04128440366972477,0.15821353361042292,0.999,7/10,30.40%,UTP20;RIOK3;LTV1;BYSL;RIOK2;NOP9;NOC4L
prerank,GO_Cellular_Component_2026__Cell Projection Membrane (GO:0031253),-0.35182064829220716,-1.5169330127549292,0.005494505494505495,0.15844311232525868,0.999,18/95,6.96%,CD36;SLC17A3;SLC22A12;SLC26A4;SLC26A6;GNA12;PEX19;ACE2;PDZK1;SLC7A8;ATP6V0A4;BBIP1;B4GALT1;SLC28A1;SLC11A2;BBS7;SEPTIN2;ABCG2
prerank,GO_Cellular_Component_2026__Cdc73/Paf1 Complex (GO:0016593),-0.6704207466844072,-1.5271284942294012,0.04460093896713615,0.1586416407388159,0.998,5/7,17.80%,PAF1;PEX2;RTF1;SKIC8;LEO1
prerank,GO_Cellular_Component_2026__GID Complex (GO:0034657),-0.6692140511786138,-1.500192778837561,0.05921052631578947,0.15965411231911947,0.999,4/7,19.35%,RMND5B;WDR26;RANBP9;ARMC8
prerank,GO_Cellular_Component_2026__Azurophil Granule (GO:0042582),-0.3366777169601297,-1.5358639362127857,0.001,0.1604104861772755,0.998,40/125,14.46%,TTR;CMTM6;FUCA2;GUSB;PSEN1;PRCP;GDI2;OLFM4;ARSB;GCA;HEXB;MAGT1;CAP1;PRDX6;GALNS;VCP;GLB1;B4GALT1;STX7;RAB5C;LAMP2;SURF4;FRK;PSMD1;ARL8A;CCT8;CCT2;RAP1B;HEBP2;TUBB4B;VAMP1;NDUFC2;LAMP1;GM2A;CPPED1;VAPA;MAPK1;DNAJC5;TOLLIP;NCSTN
prerank,GO_Cellular_Component_2026__Lytic Vacuole (GO:0000323),-0.304706403567513,-1.5275637080437836,0.001,0.16108632188257332,0.998,63/237,13.07%,MFSD2A;MYO5A;CD164;FUCA2;TMEM163;TOM1L1;PRCP;ACE;CTSH;AKR1B10;ARSB;TINAG;C9ORF72;HEXB;ATP6AP2;SNX1;GALNS;CHID1;GLB1;CTSL;NAGLU;STX7;PLD1;LAMP2;SMPD1;RAMP3;ADRB2;AP3M1;SLC11A2;ARL8B;SYT7;KCNE1;TMEM192;PPT2;TMEM9;TMEM25;TMEM97;OCIAD1;PPT1;GALC;TINAGL1;SIDT2;VPS41;ADA;HYAL2;MFSD1;SLC17A5;MAPKAP1;CPQ;LAMTOR5;MARCHF8;SNX6;LAMP1;TMEM175;RILP;MTOR;PCYOX1;OCIAD2;KCNQ1;CHMP2B;RRAGA;RAB27A;LGMN
prerank,GO_Cellular_Component_2026__Chicken-wire-like Collagen Network (GO:0140154),-0.7079848151579782,-1.5364888088897395,0.06208425720620843,0.16275449951748439,0.998,2/6,5.80%,COL4A3;COL4A4
prerank,GO_Cellular_Component_2026__Collagen Type IV Trimer (GO:0005587),-0.7079848151579782,-1.5364888088897395,0.06208425720620843,0.16275449951748439,0.998,2/6,5.80%,COL4A3;COL4A4
prerank,GO_Cellular_Component_2026__Transport Vesicle Membrane (GO:0030658),-0.4315332209549737,-1.5308222257950743,0.035629453681710214,0.16293156171845152,0.998,20/34,16.22%,MCFD2;CNIH1;SAR1B;SEC23A;TGFA;VTI1B;SEC24C;SEC24D;RAB1A;TMED2;SLC30A5;USO1;LMAN1;SEC13;VAMP2;SEC22B;RASSF9;VTI1A;GOSR2;SEC31A
prerank,GO_Cellular_Component_2026__Amphisome Membrane (GO:1904930),-0.5945213085658877,-1.5281101315018621,0.0556792873051225,0.16314455643550274,0.998,6/10,25.83%,CHMP1A;CHMP3;CHMP1B;CHMP2B;CHMP5;CHMP6
prerank,GO_Cellular_Component_2026__Zymogen Granule (GO:0042588),-0.6916499695332887,-1.4798178719791342,0.08071748878923767,0.1752329330757704,0.999,4/6,14.92%,SLC30A2;TMED2;GP2;VAMP2
prerank,GO_Cellular_Component_2026__Zymogen Granule Membrane (GO:0042589),-0.6916499695332887,-1.4798178719791342,0.08071748878923767,0.1752329330757704,0.999,4/6,14.92%,SLC30A2;TMED2;GP2;VAMP2
prerank,GO_Cellular_Component_2026__Palmitoyltransferase Complex (GO:0002178),-0.586963827749309,-1.476454706044146,0.0894854586129754,0.17655091202784293,0.999,6/10,17.88%,SPTSSA;GOLGA7;SPTLC3;SPTLC1;SPTSSB;ORMDL1
prerank,GO_Cellular_Component_2026__Coated Vesicle Membrane (GO:0030662),-0.4148369502869754,-1.4737655632987592,0.037037037037037035,0.1770233248085509,0.999,17/34,16.22%,MCFD2;CNIH1;SAR1B;SEC23A;TGFA;VTI1B;SEC24C;SEC24D;TMED2;SLC30A5;USO1;LMAN1;SEC13;SEC22B;VTI1A;GOSR2;SEC31A
prerank,GO_Cellular_Component_2026__Golgi Membrane (GO:0000139),-0.27869671377222127,-1.4712781755057556,0.001,0.1772548215194889,0.999,126/452,16.55%,HS6ST2;FUT8;CD55;SLC9A8;GALNT1;SLC33A1;ATP6V1A;PSEN1;CSGALNACT1;CAV1;GALNT11;PGAP4;GALNT3;UBIAD1;NCAM1;CHPT1;ARF4;WLS;GALNT14;ST6GALNAC2;GORASP2;ATP6AP2;WIPI1;ADAM17;B4GALT1;GNAI3;B3GALNT2;GAL3ST1;ATP6V1H;ARF1;SURF4;EBAG9;SCAP;ATP2C1;B3GNT7;SLC35A4;RAB2A;RAB1B;BET1;CHST15;GOLIM4;SH3GL2;ATP6AP1;COG6;ST6GAL1;SLC35B4;MGAT1;SLC35D3;ARCN1;CASD1;CHST7;ATP6V0A2;TMED7;FAM20B;POMGNT1;DNM2;YIF1A;B3GALT5;PI4KB;SLC35B1;HYAL2;SLC35A1;ARF3;FKTN;GBA2;ZDHHC3;GOLGA3;TMBIM1;SCFD1;SLC35C1;ICA1;ST3GAL6;RAB1A;GABARAPL2;COG4;CUX1;LMAN2;AP1B1;CHST11;ACER2;GOLGA7;TMED2;PITPNB;SGCB;SCAMP5;SLC30A5;USO1;RAB11A;A4GNT;COPZ1;GALNT2;GOSR1;VAPA;B3GALT4;AGPAT3;BSG;ACBD3;GALNT10;LMAN1;STX16;MAP4K2;APOO;CHSY1;LMAN2L;B4GALT4;NCSTN;RER1;ZDHHC7;AP1G2;SEC22B;RAB40C;ARFGEF1;ATP6V1D;SLC35B2;RAB8A;AP1S1;VTI1A;GORASP1;GOSR2;RFFL;MGAT2;WSCD2;HACE1;CHPF2;PLEKHA8;NRAS
prerank,GO_Cellular_Component_2026__Transcription Factor AP-1 Complex (GO:0035976),0.8345929116889185,1.6526182044871287,0.003838771593090211,0.18040991305876708,0.898,4/5,13.08%,FOS;JUND;JUNB;FOSL2
