logFC,logCPM,F,PValue,FDR,Gene_name
ENSMUSG00000026220,-1.03759142154154,6.10418377375068,38.1173647392446,3.3377159027202e-05,0.0185307861177794,Slc16a14
ENSMUSG00000052562,-0.632821186378744,7.72830213950271,37.765271018079,3.49454249419463e-05,0.0185307861177794,Slc22a30
ENSMUSG00000036330,-0.633261545744019,8.34314309598829,36.877783257263,3.92953067791811e-05,0.0197948916757546,Slc18a1
ENSMUSG00000057425,-1.08274142156148,7.34878546824475,36.3980955376601,4.19053839703289e-05,0.0201438233587138,Ugt2b37
ENSMUSG00000005640,-1.02246687800295,4.84580656614151,36.2666083845873,4.26615536436497e-05,0.0201438233587138,Insrr
ENSMUSG00000024041,-3.04759211491039,0.0456788212387729,31.44597385734,4.36405155987987e-05,0.0201438233587138,Cryaa
ENSMUSG00000032374,-0.731918732091826,4.99729453888571,35.7441509308059,4.57977204567738e-05,0.0206362347534392,Plod2
ENSMUSG00000015484,-0.850970791179952,4.78524806736113,34.8369731739254,5.19034956503085e-05,0.0220627205243812,Fam163a
ENSMUSG00000032373,-0.627658257385184,8.13680097917575,34.7592835594647,5.24608942455565e-05,0.0220627205243812,Car12
ENSMUSG00000021620,-0.612382487347302,7.72811191280526,34.267568102539,5.62061532724653e-05,0.0221604468891959,Acot12
ENSMUSG00000001467,-0.760366189279649,7.76563624492802,34.0143157669568,5.82550800016482e-05,0.022499538551657,Cyp51
ENSMUSG00000074575,-1.46946251151731,2.63367791053373,33.5137233712283,6.27182641098429e-05,0.0237388629655755,Kcng1
ENSMUSG00000038775,-0.669314780221246,6.53894306742259,32.781302806988,6.95504331260177e-05,0.0253123451328824,Vill
ENSMUSG00000061808,-1.63742753369061,4.56226309100558,31.8952958746465,7.92560278832731e-05,0.0275708483448363,Ttr
ENSMUSG00000031209,-0.947802132480974,3.62120721396806,31.4011010329101,8.5357749285565e-05,0.0280067150017133,Heph
ENSMUSG00000019577,-0.766507913666062,4.98146392907761,31.2658988442756,8.70806408538912e-05,0.0280067150017133,Pdk4
ENSMUSG00000021364,-0.744362132472852,4.99910656331028,30.1634005580668,0.000103063805833486,0.0305191593134141,Elovl2
ENSMUSG00000024694,-0.620671680352957,10.7512364755529,29.8950024424209,0.000107442400074016,0.0308082942636479,Keg1
ENSMUSG00000002944,-0.618661800884212,9.12236038154022,29.671176106536,0.00011126763560697,0.0308839905399693,Cd36
ENSMUSG00000032080,-1.43683910709318,2.10654910662749,29.6536507303714,0.000112201557693445,0.0308839905399693,Apoa4
ENSMUSG00000033533,-0.69599809427512,7.52387715804619,29.4014382432393,0.000116088456563178,0.0313853434351162,Acsm1
ENSMUSG00000093930,-0.563803722242614,9.01615728756758,28.7121391570743,0.000129543960809018,0.0343543552006052,Hmgcs1
ENSMUSG00000030935,-1.22185518312239,8.94014725348554,28.0220452424693,0.000144852729004193,0.0370451067081669,Acsm3
ENSMUSG00000027896,-0.813922969193586,6.67049274387846,27.8789173555695,0.000148284374580489,0.037197832503862,Slc16a4
ENSMUSG00000026179,-0.54437323670991,6.72703070669591,27.5768698839645,0.000155838019909661,0.037197832503862,Pnkd
ENSMUSG00000028633,-0.656803534544156,4.62773291637605,27.4239776785785,0.00015985053847061,0.037197832503862,Ctps1
ENSMUSG00000038079,-0.788062972243643,4.82748538200629,27.3853459177069,0.00016087598344688,0.037197832503862,Tmem237
ENSMUSG00000047583,-0.790958280825413,4.94498736558233,27.3011040552381,0.00016313976738814,0.037197832503862,Tyw3
ENSMUSG00000002265,-0.776383395629129,4.58544345671955,27.0084364496209,0.000171315584983206,0.0381084765006716,Peg3
ENSMUSG00000053303,-0.974863675579072,3.95533340938655,26.8660378920949,0.000175486382285516,0.0381084765006716,Slc22a26
ENSMUSG00000032434,-0.515701924749028,9.04013140091078,26.8430111293565,0.000176117830961412,0.0381084765006716,Cmtm6
ENSMUSG00000024065,-0.58986736054727,5.69726493412422,25.8272022917147,0.000209445515949222,0.0412891290556149,Ehd3
ENSMUSG00000010307,-0.755248200977376,5.84742924470147,25.7557119097471,0.000212052448327395,0.0413720885009891,Tmem86a
ENSMUSG00000020577,-0.79301084024018,4.74068737697474,25.6658463178967,0.000215400516352764,0.0415964772650618,Tspan13
ENSMUSG00000072676,-0.55611425709418,8.15038155549404,25.3185432553873,0.00022882992200299,0.0424569242539861,Tmem254
