baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_name
ENSMUSG00000025934,987.506996640183,0.604889778442094,0.14210857703484,4.25653251241686,2.07621855922919e-05,0.00289193043979998,Gsta3
ENSMUSG00000006542,235.847372157317,1.12316364731747,0.297889931371726,3.77039815392725,0.000162987307958673,0.0151039340403825,Prkag3
ENSMUSG00000026249,752.758292059647,0.772101623355565,0.169126895440144,4.56522081450269,4.98968845341905e-06,0.000968255441422445,Serpine2
ENSMUSG00000072109,16.8166498570234,3.28547566536363,0.891379227609637,3.68583377713895,0.000227955105015748,0.019407616088448,A530040E14Rik
ENSMUSG00000026417,2615.58616810109,1.25979143253383,0.130943761404098,9.62085874901718,6.52838294694785e-22,7.4110203213752e-18,Pigr
ENSMUSG00000041801,332.148829631977,1.43787229762919,0.247856379395296,5.80123175016601,6.58295427972389e-09,3.83229215299619e-06,Phlda3
ENSMUSG00000041642,46.0548151621056,1.87252524715026,0.497412866264821,3.76452917515272,0.000166863186181303,0.0153379019395154,Kif21b
ENSMUSG00000056708,435.830994794511,0.777497616697385,0.166907197976351,4.65826295165262,3.18888725097271e-06,0.000670374964315597,Ier5
ENSMUSG00000026692,829.091843355603,0.552492281304629,0.142677544900217,3.8723141871485,0.000107806857898062,0.0108302960252991,Fmo4
ENSMUSG00000026822,109.110306492184,1.13591770658634,0.309348065831187,3.67197287474303,0.000240685233706959,0.0200672065687172,Lcn2
ENSMUSG00000023224,1821.19181516597,0.516473975249779,0.147147763320483,3.5099002770767,0.000448274781455232,0.031607548565713,Serping1
ENSMUSG00000027249,99.270999658391,2.10415678291187,0.3749142347152,5.61236834475029,1.99576043335281e-08,9.06234897576845e-06,F2
ENSMUSG00000074934,21.6793554037107,3.67063524875033,0.806056561364552,4.55381845975723,5.26808224704623e-06,0.00101361474014354,Grem1
ENSMUSG00000023236,153.495266540008,0.847162932838781,0.232824804376888,3.63862834591895,0.000274094019753113,0.0219895075069776,Scg5
ENSMUSG00000017002,38.8371727452926,2.79152167301282,0.617859430372218,4.51805303243672,6.24108546240653e-06,0.00116145577326621,Slpi
ENSMUSG00000017754,278.289241978389,0.913777024704637,0.227866086551868,4.01014928782147,6.06803696088805e-05,0.00682023322574268,Pltp
ENSMUSG00000039710,257.639486348045,2.21334203217525,0.382851609861279,5.78120079729381,7.41692988634523e-09,4.20984940348955e-06,Slc7a12
ENSMUSG00000102758,215.516089717391,1.00795905223878,0.279387479236591,3.60774596983718,0.000308868676252188,0.0236910622487489,Naaladl2
ENSMUSG00000027663,459.203496086941,0.85413643041372,0.155685755395532,5.48628503772693,4.10474378002161e-08,1.69443823239292e-05,Zmat3
ENSMUSG00000033860,222.937161730392,1.10077988618879,0.305852592324038,3.59905364157437,0.000319377312335647,0.0242513127065837,Fgg
ENSMUSG00000028071,31.5537408400304,2.40297404149607,0.583215343055654,4.12021746359777,3.78514971512686e-05,0.0045956170658952,Sh2d2a
ENSMUSG00000074489,60.4977177993037,1.41679476981551,0.392671311761763,3.60809340376537,0.000308455449588132,0.0236910622487489,Bglap3
ENSMUSG00000102439,74.1499567229079,1.32792988766182,0.372129161108523,3.5684650020603,0.000359078806750855,0.0265554567702652,Flg
ENSMUSG00000038642,411.623971462492,0.999767918364728,0.250508359755191,3.99095630717374,6.58074044527979e-05,0.00714876225213552,Ctss
ENSMUSG00000027875,705.147327618981,1.21224638438555,0.24926491713018,4.8632852081324,1.15453300445092e-06,0.000275921235084777,Hmgcs2
ENSMUSG00000027870,9026.51488284612,1.06870593818506,0.211942463635662,5.04243425244984,4.59646709900393e-07,0.000128837270389858,Hao2
