logFC,logCPM,F,PValue,FDR,Gene_name
ENSMUSG00000074575,-1.44086777317071,2.56708044908185,29.9444578729356,4.70920859796064e-05,0.0218184610948847,Kcng1
ENSMUSG00000019577,-0.77117390445661,4.90298629037698,29.3755191322267,5.2202721945941e-05,0.0229133315853596,Pdk4
ENSMUSG00000032080,-1.42517023048045,2.03171919277077,28.6486758447334,5.99009898130708e-05,0.024736769052375,Apoa4
ENSMUSG00000031209,-0.947146266780235,3.56011297078583,28.5941476038809,6.03750030949205e-05,0.024736769052375,Heph
ENSMUSG00000032434,-0.536024919309258,8.97760700097718,28.5363934258076,6.10165454156837e-05,0.024736769052375,Cmtm6
ENSMUSG00000033533,-0.708074015799894,7.46243971914691,28.3557233314732,6.3126940684188e-05,0.024736769052375,Acsm1
ENSMUSG00000027896,-0.82364490463003,6.61195810435046,28.2609508092972,6.42667568010062e-05,0.024736769052375,Slc16a4
ENSMUSG00000038775,-0.673793412801054,6.47640832978445,27.8591785267427,6.93622198499727e-05,0.0254050686527036,Vill
ENSMUSG00000072676,-0.57949227722454,8.10628702267011,27.5311596449615,7.38600636272425e-05,0.0263425226010473,Tmem254
ENSMUSG00000033715,-0.786471969666693,7.51396207241585,27.4685103801733,7.47559496652288e-05,0.0263425226010473,Akr1c14
ENSMUSG00000053303,-0.959989324560109,3.90172051745436,26.8243335642853,8.47258047898619e-05,0.0289309452099812,Slc22a26
ENSMUSG00000021364,-0.75878881959563,4.93119727646476,26.6727256414256,8.72706786447327e-05,0.0289309452099812,Elovl2
ENSMUSG00000002265,-0.799437269403689,4.5234941570833,26.3758307985387,9.25307357059544e-05,0.0297349778288067,Peg3
ENSMUSG00000063590,-0.588723419283181,7.48302547604365,26.2251667884849,9.53256290651616e-05,0.0301892647288769,Slc22a28
ENSMUSG00000028633,-0.682337118895913,4.58116418007154,25.6874669833603,0.00010614430745046,0.0325727562305554,Ctps1
ENSMUSG00000026179,-0.558856951166688,6.74611002309574,25.6589793570239,0.000106746969113093,0.0325727562305554,Pnkd
ENSMUSG00000022218,-0.894901389154584,4.92614046225699,25.6587641654949,0.000106757504732625,0.0325727562305554,Tgm1
ENSMUSG00000021214,-2.26277517899784,3.8489941655145,34.783053423743,0.000112040779154892,0.0336445701121513,Akr1c18
ENSMUSG00000010307,-0.767439388380878,5.78789383270798,25.320623116381,0.00011430466683452,0.0336445701121513,Tmem86a
ENSMUSG00000047583,-0.794218508518688,4.82386549252047,25.1786861613918,0.000117657489174974,0.0341818029691661,Tyw3
ENSMUSG00000079465,-0.65296858461462,8.65433209781062,24.9971276704605,0.000122093527867849,0.0347120224287012,Col4a3
ENSMUSG00000020577,-0.792889922421976,4.69008454932595,24.2875474167361,0.00014137247900379,0.0384456310021285,Tspan13
ENSMUSG00000022244,-0.581328019663579,8.34812395027116,24.0843847798461,0.000147494108051444,0.0396790869821407,Amacr
ENSMUSG00000061825,-0.560469974947999,6.585753611771,23.4534417191273,0.000168524742651705,0.0429519525049375,Ces2c
ENSMUSG00000038079,-0.779716492547562,4.77240751326174,23.4139065970077,0.000169960561892514,0.0429519525049375,Tmem237
ENSMUSG00000135122,-0.682364220095292,7.96312075757511,23.3200567508521,0.000173390336323601,0.0433104657237279,Gm59199
ENSMUSG00000058914,-0.619117468363941,7.96178657981928,23.1593730918195,0.000179463038565141,0.043592094775352,C1qtnf3
ENSMUSG00000110494,-0.974661206821905,4.13297316121164,22.6045564068032,0.000202369328494379,0.0467434200379075,Gm31774
ENSMUSG00000024065,-0.603884630845297,5.63614923908514,22.5326024151071,0.000205549586118606,0.0467513190463763,Ehd3
