baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_name
ENSMUSG00000002250,27.5851335499062,2.59743690669822,0.699234480674818,3.71468653003422,0.000203455746918279,0.0360527316672162,Ppard
ENSMUSG00000002985,2934.85289263488,0.920254334236108,0.180374661609696,5.10190470226578,3.36252067358091e-07,0.000185563105172044,Apoe
ENSMUSG00000003812,85.537354468899,1.5077482431923,0.411425664889204,3.6646917581049,0.000247636644877772,0.0423283344762316,Dnase2a
ENSMUSG00000004668,168.522363989965,1.28618665890543,0.25051319944443,5.13420714660084,2.83335897064037e-07,0.000165837359145208,Abca13
ENSMUSG00000009281,274.747107961426,1.2437002325658,0.213157662734229,5.83464941683321,5.39037848289002e-09,4.95786478081051e-06,Rarres2
ENSMUSG00000013415,145.14520780184,1.32805657875896,0.334122972477073,3.97475387254341,7.04520760962342e-05,0.0151197983310974,Igf2bp1
ENSMUSG00000015451,43.3902515881464,2.59265853596524,0.660251427372639,3.92677460203652,8.60925901065255e-05,0.0178804126656725,C4a
ENSMUSG00000018168,32.3246864303056,2.98777013788103,0.699502070742905,4.27128133403219,1.94353037559475e-05,0.00536275560065896,Ikzf3
ENSMUSG00000021456,191.783066831036,0.849832776901554,0.233001326796955,3.64733020444182,0.000264979303577356,0.043854465561114,Fbp2
ENSMUSG00000022519,25.7637751467935,4.92165746636578,1.32187500148065,3.72323968669729,0.000196682638343102,0.0351752329592317,Srl
ENSMUSG00000022957,87.1346140787541,1.54305856500886,0.396197649151344,3.89466865417826,9.83330543889312e-05,0.0195804427373423,Itsn1
ENSMUSG00000023067,175.616889281666,0.924104138224448,0.233725757519192,3.9537967403895,7.69207612926935e-05,0.0161491793953084,Cdkn1a
ENSMUSG00000024670,16.3032948307476,3.60945805745697,0.966223179586555,3.73563596249208,0.000187241378577188,0.0344434974020799,Cd6
ENSMUSG00000024677,40.6995828880184,2.79787092803606,0.648627234426189,4.31352675240535,1.60670687414568e-05,0.00449761496726433,Ms4a6b
ENSMUSG00000024747,155.527942620721,1.63411506830212,0.354932998827469,4.60400997850429,4.14432592667591e-06,0.00151033311837255,Aldh1a7
ENSMUSG00000026355,31.5106164376437,2.48620154268119,0.625966875682636,3.97177812319527,7.13381489767945e-05,0.0151417181042504,Mcm6
ENSMUSG00000027870,5408.44653075425,1.04214594146112,0.279311957693293,3.73111824523272,0.000190631716044412,0.034721424119571,Hao2
ENSMUSG00000028576,13.7065410274839,6.77594801210566,1.367974584527,4.95327039606408,7.29764555773196e-07,0.000361420574224597,Ift74
ENSMUSG00000029017,66.1033199312315,2.12330288036157,0.5217160939344,4.06984355101867,4.70447189455588e-05,0.0112210955219977,Pmpcb
ENSMUSG00000030218,1115.04120532633,0.963026708509434,0.2505266554807,3.84400896049013,0.000121040583057019,0.0236151400176396,Mgp
ENSMUSG00000031497,39.4984304746804,2.42178083467384,0.50263855716975,4.81813581574477,1.44905724241861e-06,0.000583094596610738,Tnfsf13b
ENSMUSG00000035681,54.399013691003,1.62230310190713,0.404236062479894,4.01325673903185,5.98867156169031e-05,0.0132955392200056,Kcnc2
ENSMUSG00000036062,29.1841829957573,3.1702175056567,0.87100121282396,3.63973948483748,0.000272914012820881,0.0440452155899365,Phf24
ENSMUSG00000036887,281.724628757739,1.18430853284353,0.286730601678524,4.13038763881699,3.62152065892931e-05,0.00931434144206583,C1qa
ENSMUSG00000037053,1169.6179152009,1.00889332018268,0.181965871011448,5.54440958941804,2.9494768394644e-08,2.37371438142729e-05,Azgp1
ENSMUSG00000037894,29.3639626602508,3.88129037772783,1.04887723312174,3.70042389629915,0.00021523962366209,0.0376641933062058,H2az1
ENSMUSG00000039710,148.83132793652,2.48883045743416,0.500226507989653,4.97540697600463,6.51106970693137e-07,0.000339895436187512,Slc7a12
ENSMUSG00000041801,167.535431565444,1.33210764136264,0.297449625656359,4.47843105676527,7.51936469626992e-06,0.00246163608658396,Phlda3
ENSMUSG00000045625,31.5678790832454,2.49099196020867,0.681954283887361,3.6527257311285,0.000259471328755492,0.043854465561114,Pigz
ENSMUSG00000045917,12.7964728353946,6.69525318424984,1.44757579495897,4.62514861575149,3.74329903483153e-06,0.00139041963188021,Tmem268
ENSMUSG00000048163,94.4611431205181,1.1568546880725,0.320047650375168,3.61463265459504,0.00030077378302187,0.046850367895705,Selplg
ENSMUSG00000050315,111.746929724103,1.09997102959384,0.305519862118342,3.60032575940274,0.000317818748380512,0.0487195962299174,Synpo2
ENSMUSG00000051483,319.158155333179,0.692249985312814,0.191427231134457,3.61625658591166,0.000298894114769379,0.046850367895705,Cbr1
ENSMUSG00000053279,130.526739147692,1.70923423273314,0.331930584198428,5.14937253179224,2.61359321801733e-07,0.000157754853143765,Aldh1a1
ENSMUSG00000056476,14.5653402336574,4.58408453604443,1.12794700742503,4.06409565863325,4.82190488390273e-05,0.0112210955219977,Med12l
ENSMUSG00000056708,221.185582924496,0.776658895555425,0.200456400201304,3.87445297219486,0.000106864476919046,0.021062116037667,Ier5
ENSMUSG00000067149,354.970072548105,4.95580655481608,0.752203717152872,6.58838349479852,4.44640953766967e-11,5.72549334800598e-08,Jchain
ENSMUSG00000069516,917.113620034167,1.63988770012283,0.343663808331823,4.77177887332098,1.82605922437711e-06,0.000719802733037629,Lyz2
ENSMUSG00000073418,256.947232114231,2.17084021159754,0.276735957444406,7.84444577294818,4.34869760423311e-15,1.39991823709604e-11,C4b
ENSMUSG00000073421,2668.45928101873,0.757141769953477,0.209009933521144,3.62251572065536,0.000291751723941255,0.0461900372780765,H2-Ab1
ENSMUSG00000076577,20.2607111279528,5.42916364907544,1.32637676888448,4.09322884450209,4.25407491939852e-05,0.0106709709694761,Igkv8-30
ENSMUSG00000076609,1922.7150495042,5.97889582921084,0.720369503887054,8.29976254817731,1.04319685737513e-16,5.03733682505014e-13,Igkc
ENSMUSG00000076612,239.663164721585,8.66260832114892,1.28684807718852,6.73164802800562,1.67752046359805e-11,2.49240828879973e-08,Ighg2c
ENSMUSG00000076613,227.557521850022,8.1168984416246,0.871340609422206,9.31541391948549,1.21477946897032e-20,1.17317327215808e-16,Ighg2b
ENSMUSG00000076614,177.23325464304,7.23575161076903,1.27223378901845,5.68743863999364,1.28958915543748e-08,1.08297454509891e-05,Ighg1
ENSMUSG00000076615,45.9235720069797,8.53365259212475,1.33254335592796,6.4040337255534,1.51324662089888e-10,1.82677240516637e-07,Ighg3
ENSMUSG00000076617,2287.31377977028,5.53426568856428,0.75563544110122,7.32398903960746,2.40706355445031e-13,6.64177607917253e-10,Ighm
ENSMUSG00000076934,47.2739318961962,5.99683003107179,0.986843788114596,6.07677740215498,1.2262179165042e-09,1.24654731880414e-06,Iglv1
ENSMUSG00000076937,45.6356814501016,4.80664036280971,0.941136281400659,5.10727347123008,3.26840560590739e-07,0.000185563105172044,Iglc2
ENSMUSG00000078597,461.045665132806,0.889736292133766,0.231861450775243,3.83736187778899,0.000124363141374655,0.0239163160314113,Cyp4a12b
ENSMUSG00000079492,288.529626292213,0.949320279777774,0.233500258894198,4.06560696880393,4.79076141909732e-05,0.0112210955219977,H2-T15
ENSMUSG00000093861,20.4448795054692,6.39546174322469,1.45877709367741,4.38412542323547,1.1645266887413e-05,0.00346043584508281,Igkv1-110
ENSMUSG00000093894,102.996473935462,9.69404910994718,1.79263334544945,5.40771437425017,6.38341160152918e-08,4.40341411012629e-05,Ighv1-53
ENSMUSG00000094335,15.0628050869128,5.10096146979334,1.17303581764106,4.34851297213689,1.37063712693456e-05,0.00398991548804115,Igkv1-117
ENSMUSG00000095079,366.255779949845,4.71023877715338,0.42244677809911,11.149898688654,7.1687943347779e-29,1.38465262576235e-24,Igha
ENSMUSG00000095351,75.3531309920153,9.24245137016957,2.2596354899612,4.09023995738724,4.30927121728778e-05,0.0106709709694761,Igkv3-2
ENSMUSG00000095589,30.9709707993157,7.96175038664368,1.44532492286244,5.50862318963933,3.61651111422037e-08,2.79411648684666e-05,Ighv1-55
ENSMUSG00000096074,23.8764839718766,6.61136368300012,1.32542987673463,4.98809012762566,6.09791212063077e-07,0.00032716992391662,Ighv1-72
ENSMUSG00000096833,127.064740993436,9.0240341524222,1.9265063464086,4.68414452370988,2.81131601546865e-06,0.00106471703605445,Igkv4-55
ENSMUSG00000096852,5597.3110293353,2.11698534255288,0.291068864932674,7.27314253636352,3.51219380698466e-13,8.47975292273859e-10,Cyp2d12
ENSMUSG00000102439,115.833031810905,2.52622692956167,0.407868595260134,6.19372748703653,5.87577816349283e-10,6.67592089575671e-07,Flg
ENSMUSG00000105906,49.6840504178241,3.1931731229678,0.597090332186022,5.34788950823772,8.8985758975796e-08,5.72919978205833e-05,Iglc1
ENSMUSG00000106334,257.422038341033,1.45746989955053,0.327250530757951,4.45368230931471,8.4409970399605e-06,0.00262964286817479,Gm43549
ENSMUSG00000110631,1748.33131426689,1.28033511030491,0.261909065503505,4.88847191235453,1.01621693001226e-06,0.000446789448903294,Gm42047
ENSMUSG00000110866,310.367581847245,1.42204627994985,0.208577324977547,6.81783736608438,9.24211812176673e-12,1.48759592934937e-08,Gm48362
ENSMUSG00000112324,694.447967734782,1.52919694559382,0.183843469240031,8.31792911608548,8.95135173983986e-17,5.03733682505014e-13,Gm47939
ENSMUSG00000112478,652.497650654476,1.4263038098043,0.207568310330708,6.87149116130418,6.35342289727935e-12,1.11560330237228e-08,Gm47761
ENSMUSG00000113495,84.148027458647,1.5775010534381,0.353558555374658,4.46178159022756,8.12810475349513e-06,0.00257367775924194,Gm19792
ENSMUSG00000121730,49.3643061222182,1.70824925922763,0.382042409740157,4.47136028795724,7.77236290620814e-06,0.00250205315889017,Gm60781
ENSMUSG00000121898,59.9075506466829,1.4514950843978,0.378388890084961,3.83598758428635,0.00012506072581789,0.0239163160314113,Gm9732
ENSMUSG00000126371,63.0864551192158,1.39397890911693,0.349075804811753,3.99334153184483,6.5148624498592e-05,0.0142993827521625,ENSMUSG00000126371
