Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,adj_pvalue,Gene_name
ENSMUSG00000039958,166.91469074919382,-0.39192824470525783,0.374955691463022,-1.0452654903730396,0.29590028257134693,0.9995592180070957,Etfbkmt
ENSMUSG00000039956,8.35577320985836,0.32397421973433055,0.9502548887820439,0.3409340205021973,0.7331532528466036,0.9995592180070957,Mrap
ENSMUSG00000039954,59.817111524334905,-0.2549309662699577,0.5709846533389512,-0.4464760388553282,0.6552534171002782,0.9995592180070957,Stk32a
ENSMUSG00000039953,1549.240015449673,-0.01771424997756899,0.18362496032827086,-0.09646972800375717,0.9231475153202594,0.9995592180070957,Clstn1
ENSMUSG00000039952,2600.094643603417,-0.05163587734210868,0.18994598640843394,-0.2718450561575854,0.7857411594865045,0.9995592180070957,Dag1
ENSMUSG00000039936,34.3403130696227,-0.6434552919279872,0.9129297858230088,-0.7048245132542263,0.4809194515020042,0.9995592180070957,Pik3cd
ENSMUSG00000041117,25.10511515280589,-0.6282505600008177,0.5947507976676139,-1.056325712322837,0.29081943270521493,0.9995592180070957,Ccdc8
ENSMUSG00000040936,48.8775504549627,0.025117775159812776,0.5695353550515689,0.04410222286821592,0.9648229209178416,0.9995592180070957,Ulk4
ENSMUSG00000041879,440.33909056444037,-0.2807947605542778,0.2724527350734893,-1.0306182482570359,0.302719875230993,0.9995592180070957,Ipo9
ENSMUSG00000041949,189.438582658337,-0.1538447131532357,0.22320469198129092,-0.6892539390082848,0.490663478473795,0.9995592180070957,Tango6
ENSMUSG00000041945,532.6600843517646,-0.3634054655359358,0.2503134744915062,-1.4518014512569402,0.14655682028271233,0.9995592180070957,Mfsd9
ENSMUSG00000041939,37.2469986481651,-0.08023040624605977,0.4214794531387382,-0.19035425249935106,0.8490315433891302,0.9995592180070957,Mvk
ENSMUSG00000041936,961.6885002902218,-0.019080061966568192,0.2905368590120851,-0.06567174310153379,0.9476391695720788,0.9995592180070957,Agrn
ENSMUSG00000041930,82.08120873007158,0.2990207073283853,0.4790861876777926,0.6241480447970886,0.5325303638129502,0.9995592180070957,Fam222a
ENSMUSG00000041926,384.78687728976195,0.016150310796677152,0.21971849901427756,0.07350455637159475,0.9414046184250334,0.9995592180070957,Rnpep
ENSMUSG00000041921,500.17294849653,-0.011647462193506526,0.20268419264770085,-0.05746606107439158,0.9541739407527898,0.9995592180070957,Metap1d
ENSMUSG00000041920,6.198506938571491,-1.2776142313037888,1.1347388237122131,-1.1259103897795348,0.26020345114982757,0.9995592180070957,Slc16a6
ENSMUSG00000041915,993.764485220733,-0.24726453511442617,0.18339134739074256,-1.3482889930875106,0.17756545092296483,0.9995592180070957,Ammecr1l
ENSMUSG00000041912,51.9214890600105,0.4907378476682041,0.41166015664813815,1.1920945948812256,0.23322415615099157,0.9995592180070957,Tdrkh
ENSMUSG00000042439,82.12887575437841,-0.3058591839712487,1.0167985785680205,-0.3008060695777101,0.7635623797937793,0.9995592180070957,Zfp532
ENSMUSG00000041891,677.3526023214861,-0.18166933064264448,0.19540172076783274,-0.9297222661539176,0.3525149028413055,0.9995592180070957,Lman1
ENSMUSG00000041890,343.1041402977139,0.034979365670825754,0.2638469280919254,0.13257446627780634,0.8945299270962793,0.9995592180070957,Git2
ENSMUSG00000041889,129.88403743363554,0.0025914741180061724,0.2723150673467535,0.009516455124043168,0.992407081989261,0.9995592180070957,Shisa4
ENSMUSG00000041886,40.73515695127927,0.6170711566959158,0.493718235697887,1.2498447739603247,0.21135625662337965,0.9995592180070957,Macc1
ENSMUSG00000041881,767.5931224358827,0.08929242865432552,0.238103444518232,0.37501527470547885,0.7076491067330084,0.9995592180070957,Ndufa7
ENSMUSG00000041120,214.7892334528756,0.1411984568284798,0.29276146856361696,0.48229863554533114,0.6295938164213788,0.9995592180070957,Nbl1
ENSMUSG00000041957,552.3791723415763,-0.24114475799002374,0.2061659607571725,-1.1696632999181187,0.24213649276443827,0.9995592180070957,Pkp2
ENSMUSG00000041958,919.1026176442675,-0.1784229729414161,0.18688856605718898,-0.9547024556163465,0.3397281877099564,0.9995592180070957,Pigs
ENSMUSG00000041961,268.1309124894507,0.15213720191603267,0.22198762438311956,0.6853409163632705,0.4931288180670228,0.9995592180070957,Znrf3
ENSMUSG00000041966,260.6735972760924,-0.3709334959830764,0.3521365997885606,-1.0533795584037624,0.2921670690610948,0.9995592180070957,Dcaf17
ENSMUSG00000042046,57.350518398855534,0.7719066007427534,0.5267846856052548,1.4653170865357696,0.14283442690737722,0.9995592180070957,Dstyk
ENSMUSG00000042426,333.9013648621275,-0.2756466834916352,0.2184348952697864,-1.261916889017147,0.2069786940765439,0.9995592180070957,Dhx29
