Geneid,age3_SRR9126950,age3_SRR9127139,age3_SRR9127244,age18_SRR9126754,age18_SRR9126924,age18_SRR9127382,age18_SRR9127568
ENSMUSG00000103563,14,4,7,15,15,2,3
ENSMUSG00000102465,8,16,0,26,22,15,21
ENSMUSG00000102659,0,0,0,6,14,6,4
ENSMUSG00000103924,6,15,0,31,6,7,14
ENSMUSG00000104132,15,40,9,27,94,31,10
ENSMUSG00000102747,46,38,17,76,128,37,56
ENSMUSG00000102386,9,0,0,12,1,4,5
ENSMUSG00000103004,0,0,4,1,2,0,1
ENSMUSG00000144247,0,0,0,0,0,0,0
ENSMUSG00000135201,0,0,0,0,0,0,0
ENSMUSG00000104516,1,0,0,0,1,0,4
ENSMUSG00000130306,7,3,4,8,4,3,4
ENSMUSG00000101618,0,0,2,5,2,0,1
ENSMUSG00000099458,0,0,0,0,2,0,3
ENSMUSG00000088111,0,0,0,0,0,0,0
ENSMUSG00000140232,19,9,4,26,17,1,10
ENSMUSG00000073722,0,2,0,13,20,0,0
ENSMUSG00000119695,0,1,0,0,1,0,2
ENSMUSG00000133566,3,5,0,8,18,0,0
ENSMUSG00000100310,1,0,0,8,2,0,3
ENSMUSG00000129952,2,5,7,6,10,2,10
ENSMUSG00000101514,74,88,29,65,116,87,78
ENSMUSG00000101033,0,3,0,0,5,1,5
ENSMUSG00000101372,2,6,0,8,14,4,6
ENSMUSG00000129466,0,8,0,0,4,0,0
ENSMUSG00000141222,2,0,0,0,1,0,0
ENSMUSG00000139702,2,1,4,1,8,0,2
ENSMUSG00000103241,0,0,0,2,4,0,4
ENSMUSG00000086240,8,22,2,24,11,0,14
ENSMUSG00000138065,3,9,9,10,4,1,14
ENSMUSG00000048411,2,5,0,0,14,0,2
ENSMUSG00000081557,8,2,4,7,9,0,2
ENSMUSG00000058590,0,6,0,4,3,0,4
ENSMUSG00000118548,6,9,2,11,10,0,11
ENSMUSG00000124238,3,0,1,6,0,0,1
ENSMUSG00000101235,0,1,0,5,2,10,5
ENSMUSG00002075209,0,2,1,0,3,0,0
ENSMUSG00002076857,0,0,0,1,2,0,0
ENSMUSG00002074912,0,0,0,0,0,0,0
ENSMUSG00000128221,0,1,0,2,0,0,0
ENSMUSG00000099257,0,0,0,0,0,0,0
ENSMUSG00000099492,11,12,7,11,17,7,9
