Geneid,age3_SRR9126950,age3_SRR9127139,age3_SRR9127244,age18_SRR9126754,age18_SRR9126924,age18_SRR9127382,age18_SRR9127568
ENSMUSG00000000001,2198.366226943054,2287.674099251952,1063.4148196685503,2137.471352811116,2901.106467874456,1979.0056313027555,1114.950592354448
ENSMUSG00000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000028,6.681174249492265,1.068559125111882,4.616965678530075,18.073457066900176,2.888527040301596,8.592995794605098,0.0
ENSMUSG00000000031,1.9393303810860143,5.771858317365603,0.0,0.7946737676771596,7.471561250070546,0.0,1.523484713431653
ENSMUSG00000000037,0.0,12.052766612657916,0.0,2.5852072668150905,6.349717481695168,9.1427362767157,11.06813106140663
ENSMUSG00000000049,100.01595473299716,116.68589856070116,22.92265531897849,97.38308786527404,146.83914820373855,141.51811610206755,87.92591551690867
ENSMUSG00000000056,853.8289914861342,1043.5525332035745,477.5825806321755,1019.4891145431964,1165.6345390509618,900.1688342073666,635.8087751409474
ENSMUSG00000000058,983.2726244938988,1200.3049277970624,484.4521956076901,843.9708906590823,1187.9272391507477,1013.7766934281572,568.0571887863526
ENSMUSG00000000078,343.0561313265447,459.8426436752425,121.2861753735638,405.9429768005528,730.3774418845601,350.6401058198568,253.01503123777297
ENSMUSG00000000085,225.18997486091575,124.93568331344714,30.148729736545075,175.71195557086745,126.66219591267452,118.27797626563918,135.26314877692712
ENSMUSG00000000088,2203.5339426214978,2979.318532126172,1209.0931322984884,2449.620700376627,3464.439574151559,2738.6813318469067,1803.5787353202504
ENSMUSG00000000093,404.0386191590912,555.6057724458574,194.84221455968685,477.43064736232816,535.191193933059,629.4595594855081,349.5486253927945
ENSMUSG00000000094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000103,3.0154379771334017,9.567370949095396,0.9714143151643664,4.895296782492277,4.768586077735224,0.9799343731332464,1.5792311159038412
ENSMUSG00000000120,49.86457609191003,61.20466924426795,8.05218442717861,41.66586612825674,88.9998283420628,84.7192533778653,34.97132912585452
ENSMUSG00000000125,2.040256315899845,0.9851715085580872,0.0,12.74156872059186,1.0190260086712473,0.0,6.266164431028156
ENSMUSG00000000126,24.36184291775222,34.27174738645317,5.793854975477033,42.86120246771661,34.48370401805763,33.104685777014645,8.32778576928106
ENSMUSG00000000127,113.68114799238003,37.92004096973104,25.67472294584904,68.56555881460909,78.67386324772895,43.72439835788127,74.48182094635776
ENSMUSG00000000131,800.7422122012214,946.0410415265844,384.988909249424,847.8457940796623,1162.7721340763246,586.7252992201354,572.1365260134969
ENSMUSG00000000134,222.802387191762,220.1435637636956,58.72601480369873,315.5481066003447,229.6931302981301,91.41021449830284,134.67657381024551
ENSMUSG00000000142,2.646983999570268,2.4590828948304675,6.711149685329064,10.47167608919805,0.0,0.0,13.53840476045833
ENSMUSG00000000148,119.55538461914806,127.9377906284336,16.944659545009014,257.8056066281431,96.80591554967216,60.06918979939503,82.61193482562108
ENSMUSG00000000149,2624.4224741228054,3309.0258702802817,1204.926847076773,2222.121623676788,3341.8834842713145,2564.738836823316,1517.2821785377023
ENSMUSG00000000154,9109.143676434302,10157.772445615836,3262.6254635187875,8874.621728382172,12986.20175353519,10497.602399071293,5196.660635524738
ENSMUSG00000000157,21.29118249374798,25.9071069047578,12.91750570699613,37.70972474385241,66.06383747919459,37.37824658220762,22.381061867663885
ENSMUSG00000000159,268.5790225374014,361.71995984719786,116.25391486056854,247.0879871989948,401.8118085116416,285.0952653493267,203.43326900241075
ENSMUSG00000000167,22.783540211321903,29.56106711196993,1.319365910622465,22.329165416474925,39.612658253523485,15.125063668233814,20.04700425906442
ENSMUSG00000000168,2574.88078219523,3359.079184766696,1284.3833919124354,2971.6920063714624,3122.5498300040754,2928.265465734192,1757.6720022290206
ENSMUSG00000000171,3336.7544689606857,4126.754395587673,1620.0427345017197,3240.0928865780243,4881.652801398959,3795.1208889611935,2308.453452659372
ENSMUSG00000000182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000183,0.0,0.9758224083030402,0.0,1.9411823521322056,5.078124330659279,0.0,0.0
ENSMUSG00000000184,13.266588025738454,35.33152564518786,18.049547907838765,17.296949682261612,61.66896811766507,28.024730693462168,49.89449773420476
ENSMUSG00000000194,745.4791371373739,798.0043032103808,434.27854405172985,1089.414297153034,1096.856940337826,1138.3723511599896,478.7877470572712
ENSMUSG00000000197,25.105320108893142,26.55690179011286,13.064613975198876,90.52794255799948,49.992123063960335,3.365118367494907,35.04687799679759
ENSMUSG00000000202,0.0,4.573617866361462,1.136265452779456,0.0,2.975982122546808,4.552143133831052,0.0
ENSMUSG00000000204,2.610795964664408,0.0,0.0,0.0,0.0,0.0,3.793875328461216
ENSMUSG00000000214,0.0,0.0,0.0,4.800238684779094,4.172704319252671,0.0,0.0
ENSMUSG00000000215,0.0,0.0,0.0,4.477257171991711,2.4500255644878703,4.061561560953007,0.5919283695603634
ENSMUSG00000000216,649.1908061460198,931.0353889505126,341.37471098999464,674.7203522383322,771.0142679337266,807.603173710605,445.1957013887426
ENSMUSG00000000223,1.7534063205726322,3.4394579986099054,0.0,14.351989569552575,8.758096201900212,2.3070303081844137,2.2336667781694723
ENSMUSG00000000244,28.864267260939272,2.7602142729873127,8.343474008284566,22.862060875630394,29.34994094458161,67.32012004226378,17.08482678840843
