age3_SRR9126950,age3_SRR9127139,age3_SRR9127244,age18_SRR9126754,age18_SRR9126924,age18_SRR9127382,age18_SRR9127568
ENSMUSG00000000001,7.50567562806299,7.26522616227217,7.44405266302075,7.19941558768678,7.2746373432445,7.19888346378151,6.77238231183077
ENSMUSG00000000049,3.07320274289812,3.00250559573385,1.97074842420437,2.76967910054682,2.99884314251718,3.4176771568749,3.13271847546946
ENSMUSG00000000056,6.14373193908816,6.13499594942083,6.29256804896346,6.13265497470183,5.96180720432015,6.06393663756615,5.96398067594052
ENSMUSG00000000058,6.34627120768439,6.33549396474397,6.31052903095769,5.86147805363891,5.9887076545423,6.23562066182168,5.80127465605296
ENSMUSG00000000078,4.83241956787373,4.95662345432296,4.31897626130642,4.80986781896171,5.2883540403476,4.71071354367064,4.63951689756702
ENSMUSG00000000085,4.2282560159069,3.09613402318605,2.34067220847336,3.61436888350879,2.7922645281681,3.15483287721661,3.74117786710887
ENSMUSG00000000088,7.5096051080743,7.64562922254919,7.62956986082842,7.39641558304841,7.53029068665025,7.66733773865662,7.46575462963098
ENSMUSG00000000093,5.06737792521513,5.2288276226109,5.00317536537274,5.04118740908357,4.84208546016024,5.54851442724715,5.10524001805982
ENSMUSG00000000120,2.09959153387075,2.08832900286644,0.550608023236993,1.60449496347076,2.29306289275133,2.69131838502988,1.840758030093
ENSMUSG00000000126,1.096269649597,1.28631493438145,0.18569916368035,1.63672710540471,0.976939949292386,1.3799928697357,-0.0914321003704462
ENSMUSG00000000127,3.25896230570352,1.4370735959756,2.141012978197,2.29156699217447,2.126887789832,1.77333808164468,2.88756693080136
ENSMUSG00000000131,6.05150785505684,5.9931166889416,5.98110641874256,5.86828113464055,5.95809978902585,5.44915753450218,5.811370765053
ENSMUSG00000000134,4.21548197546541,3.90034614865152,3.29450915417821,4.45058681647315,3.63450632171602,2.78743222042259,3.74117786710887
ENSMUSG00000000142,-1.3104519669137,-1.78738033223725,0.379660271962828,-0.247432380031301,-2.68628005874314,-2.68628005874314,0.609765239337853
ENSMUSG00000000148,3.33179170477075,3.12973527200907,1.55469178750875,4.16033595921312,2.41346545557217,2.20320528706185,3.04986494489187
ENSMUSG00000000149,7.7610517147076,7.79708475727498,7.62479251991693,7.25562915630205,7.47860775157511,7.57272209397485,7.21601624212551
ENSMUSG00000000154,9.55584086850307,9.4145542845642,9.06124193952512,9.25241750042161,9.43584762780163,9.60491590259728,8.99140628709343
ENSMUSG00000000157,0.91852404960131,0.927294471228479,1.19095609741679,1.46784314327468,1.87757393463318,1.53571166593038,1.20741681687745
ENSMUSG00000000159,4.48397975490116,4.61293207746438,4.25857799248629,4.09803408349715,4.43232520698114,4.41218531382667,4.32407249126266
ENSMUSG00000000167,1.03942003976528,1.11794396478017,-1.64823165497465,0.7371080587872,1.19422174770872,0.342299811871809,1.07958711566972
