,baseMean,log2FoldChange,lfcSE,stat,pvalue,adj_pvalue,Gene_name
ENSMUSG00000026417,2686.238640337819,1.2497434493533983,0.13868644580403142,9.011287599938408,2.036511911909962e-19,1.2606008734722664e-15,Pigr
ENSMUSG00000067149,604.6069124817681,4.94375604274245,0.7932360738647036,6.232389329769274,4.5937406026167846e-10,3.9221040455445376e-07,Jchain
ENSMUSG00000037053,2321.1033881365765,1.0800258382736532,0.13479340888814487,8.01245288758805,1.1244291715774226e-15,3.093429587584109e-12,Azgp1
ENSMUSG00000009281,364.1239640174312,1.3709610180891523,0.2105636337578187,6.51091070961462,7.469653787979004e-11,7.70619282459834e-08,Rarres2
ENSMUSG00000093861,43.37527138463514,5.596848655183304,0.8769652491137306,6.382064352994068,1.7471650769907052e-10,1.6022150854181432e-07,Igkv1-110
ENSMUSG00000076569,53.9426550846179,5.879129525252114,0.8903481991006473,6.603180116712429,4.0243010026843246e-11,4.3322475141940817e-08,Igkv5-39
ENSMUSG00000076609,359.99420147054894,6.306902490256349,0.8105721133398874,7.780803689716564,7.206524884300356e-15,1.784335561352768e-11,Igkc
ENSMUSG00000002985,5860.41346490313,0.9453272631708131,0.12944031199837253,7.3031905484181685,2.81022751185275e-13,4.6387488795649397e-10,Apoe
ENSMUSG00000095079,670.8863089423094,4.892790027330915,0.5373371131122536,9.105624584521813,8.577147928687708e-20,7.079006090476922e-16,Igha
ENSMUSG00000076612,447.1631694203366,7.979643438019636,1.154752388708263,6.910263634047018,4.837538382292293e-12,5.988872517277858e-09,Ighg2c
ENSMUSG00000076613,306.1865266205755,7.807467591649017,0.8758395468313422,8.914267025159207,4.910536070839484e-19,2.4316974622797123e-15,Ighg2b
ENSMUSG00000076615,86.48728449165289,9.45829679219407,1.272032331949513,7.43557891936466,1.0411098755411225e-13,1.9829138860306303e-10,Ighg3
ENSMUSG00000076617,4141.494995424978,5.3966493254565275,0.7451508257198893,7.2423583779066885,4.409487959210898e-13,6.823682616878864e-10,Ighm
ENSMUSG00000113495,53.296178446408916,6.448569346889871,0.9617676076068878,6.704914259834018,2.0152465957438202e-11,2.3760717005055707e-08,Gm19792
ENSMUSG00000105906,113.55838348528007,4.546621544716106,0.5231080000332528,8.69155421906583,3.575144481638599e-18,1.4753429560895286e-14,Iglc1
ENSMUSG00000076934,117.10652358634891,4.802825608361134,0.5660488926152587,8.48482466977565,2.1604423513602506e-17,7.641793231382829e-14,Iglv1
ENSMUSG00000073418,412.6765067343892,2.2228093138849214,0.21900071257511078,10.149781193623118,3.321071798194117e-24,8.222973772328633e-20,C4b
ENSMUSG00000053279,271.62915726955345,1.8879932513246231,0.2511318115730288,7.51793745084978,5.564711176409151e-14,1.1481854060657549e-10,Aldh1a1
ENSMUSG00000024747,312.1239805030786,1.6304411030352168,0.26211409975416955,6.220348712886365,4.960511643899424e-10,4.0940756100983247e-07,Aldh1a7
ENSMUSG00000055653,875.985981322464,1.1318122985687342,0.17950537368412114,6.305172237129819,2.878735865902106e-10,2.5456250014191475e-07,Gpc3
