Geneid,age3_SRR9126950,age3_SRR9127139,age3_SRR9127244,age18_SRR9126754,age18_SRR9126924,age18_SRR9127382,age18_SRR9127568
ENSMUSG00000103748,5,3,0,3,1,0,16
ENSMUSG00000124418,6,9,3,21,17,1,1
ENSMUSG00000123368,4,1,0,9,17,0,0
ENSMUSG00000099692,0,0,0,4,0,1,11
ENSMUSG00000140384,0,3,0,0,0,0,0
ENSMUSG00000124412,0,0,0,1,0,0,0
ENSMUSG00000100418,0,1,0,1,0,0,2
ENSMUSG00000128972,0,2,1,2,4,0,5
ENSMUSG00000135509,1,0,0,6,14,0,2
ENSMUSG00000041670,30,21,4,79,77,9,11
ENSMUSG00000097642,0,0,2,6,11,2,4
ENSMUSG00000131366,4,0,0,0,0,0,0
ENSMUSG00000141541,0,2,0,3,0,1,0
ENSMUSG00000128277,0,0,0,0,0,0,0
ENSMUSG00000101468,3,0,0,2,0,0,2
ENSMUSG00000101227,8,8,8,28,5,0,6
ENSMUSG00000073730,2,0,0,10,2,0,0
ENSMUSG00000141721,6,0,0,8,3,2,7
ENSMUSG00000141755,1,0,1,1,9,0,2
ENSMUSG00000089553,0,0,0,0,0,0,0
ENSMUSG00000102766,13,3,2,14,18,13,16
ENSMUSG00000134304,392,440,188,491,464,480,279
ENSMUSG00000065405,1,0,0,1,5,1,2
ENSMUSG00000097970,20,16,9,18,40,15,22
ENSMUSG00000065567,0,0,0,0,0,0,0
ENSMUSG00000100775,0,0,0,2,22,0,0
ENSMUSG00000133147,10,24,1,8,3,2,5
ENSMUSG00000101226,5,5,0,8,3,0,0
ENSMUSG00000026158,338,307,158,385,358,372,166
ENSMUSG00000138593,1,8,0,21,2,3,8
ENSMUSG00000097920,5,3,0,0,3,4,6
ENSMUSG00000099503,24,2,0,10,14,4,8
ENSMUSG00000142633,5,1,0,6,0,0,0
ENSMUSG00000026156,994,1161,584,1440,1569,1777,760
ENSMUSG00000026155,350,570,199,417,470,469,343
ENSMUSG00000141937,0,0,2,1,0,0,0
ENSMUSG00000141893,6,9,3,4,5,0,3
ENSMUSG00000026154,262,420,168,311,395,321,292
ENSMUSG00000102495,6,3,6,4,5,0,4
